Product ID,Product Name,Category,Date,Quantity,Product Cost,Revenue,Profit,Region,Customer ID
PRD-003,MilkPak Tetra Pack 1L,Dairy,05/02/2025,6,1440,1680,240,Faisalabad - Kohinoor,CUST-8992
PRD-002,Nutella Hazelnut Spread 750g,Groceries,05/02/2025,4,7200,9600,2400,Karachi - Clifton,CUST-5996
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,05/02/2025,4,2800,3600,800,Lahore - Gulberg,CUST-7533
PRD-013,Mitchell's Apple Jam 450g,Groceries,05/02/2025,5,1250,1750,500,Islamabad - Centaurus,CUST-2062
PRD-005,Coca Cola 1.5L,Beverages,05/02/2025,3,540,660,120,Lahore - DHA,CUST-6727
PRD-022,Surf Excel Washing Powder 1kg,Household,05/02/2025,1,600,750,150,Rawalpindi - Saddar,CUST-1739
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,06/02/2025,6,3900,5100,1200,Islamabad - F7,CUST-5201
PRD-013,Mitchell's Apple Jam 450g,Groceries,06/02/2025,6,1500,2100,600,Rawalpindi - Saddar,CUST-6608
PRD-011,Dettol Original Soap 115g,Personal Care,06/02/2025,2,200,280,80,Karachi - Clifton,CUST-4249
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,06/02/2025,4,2600,3400,800,Islamabad - Centaurus,CUST-2078
PRD-012,Colgate Maximum Cavity 120g,Personal Care,06/02/2025,6,900,1200,300,Rawalpindi - Saddar,CUST-4204
PRD-021,Pampers Baby Dry Size 4,Baby Care,06/02/2025,6,13200,16800,3600,Islamabad - Centaurus,CUST-3586
PRD-023,Vim Dishwash Liquid 500ml,Household,06/02/2025,4,800,1120,320,Lahore - DHA,CUST-8090
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,06/02/2025,4,2800,3600,800,Lahore - Gulberg,CUST-9144
PRD-008,Red Bull Energy Drink,Beverages,06/02/2025,5,1500,2000,500,Islamabad - Centaurus,CUST-8830
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,06/02/2025,3,1950,2550,600,Rawalpindi - Saddar,CUST-2113
PRD-008,Red Bull Energy Drink,Beverages,06/02/2025,6,1800,2400,600,Islamabad - F7,CUST-8926
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,06/02/2025,2,560,760,200,Rawalpindi - Saddar,CUST-5619
PRD-021,Pampers Baby Dry Size 4,Baby Care,06/02/2025,6,13200,16800,3600,Karachi - Clifton,CUST-9722
PRD-021,Pampers Baby Dry Size 4,Baby Care,07/02/2025,1,2200,2800,600,Lahore - Gulberg,CUST-3019
PRD-011,Dettol Original Soap 115g,Personal Care,07/02/2025,2,200,280,80,Rawalpindi - Saddar,CUST-7619
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,07/02/2025,1,450,550,100,Rawalpindi - Saddar,CUST-6270
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,07/02/2025,3,1350,1650,300,Lahore - Gulberg,CUST-9726
PRD-023,Vim Dishwash Liquid 500ml,Household,07/02/2025,5,1000,1400,400,Islamabad - Centaurus,CUST-4959
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,07/02/2025,1,1200,1550,350,Karachi - Clifton,CUST-9487
PRD-022,Surf Excel Washing Powder 1kg,Household,07/02/2025,3,1800,2250,450,Islamabad - Centaurus,CUST-1220
PRD-002,Nutella Hazelnut Spread 750g,Groceries,07/02/2025,6,10800,14400,3600,Lahore - DHA,CUST-3254
PRD-014,Young's French Mayonnaise 500ml,Groceries,07/02/2025,2,760,960,200,Islamabad - Centaurus,CUST-4995
PRD-008,Red Bull Energy Drink,Beverages,07/02/2025,3,900,1200,300,Islamabad - Centaurus,CUST-9172
PRD-003,MilkPak Tetra Pack 1L,Dairy,07/02/2025,4,960,1120,160,Faisalabad - Kohinoor,CUST-1075
PRD-011,Dettol Original Soap 115g,Personal Care,07/02/2025,6,600,840,240,Lahore - DHA,CUST-8509
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,07/02/2025,3,1350,1650,300,Lahore - DHA,CUST-9309
PRD-008,Red Bull Energy Drink,Beverages,07/02/2025,3,900,1200,300,Lahore - DHA,CUST-6725
PRD-008,Red Bull Energy Drink,Beverages,07/02/2025,2,600,800,200,Faisalabad - Kohinoor,CUST-4408
PRD-002,Nutella Hazelnut Spread 750g,Groceries,08/02/2025,6,10800,14400,3600,Islamabad - F7,CUST-8522
PRD-003,MilkPak Tetra Pack 1L,Dairy,08/02/2025,1,240,280,40,Lahore - DHA,CUST-1946
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,08/02/2025,1,700,900,200,Lahore - Gulberg,CUST-4696
PRD-012,Colgate Maximum Cavity 120g,Personal Care,08/02/2025,2,300,400,100,Lahore - DHA,CUST-6858
PRD-009,Lipton Yellow Label Tea 900g,Groceries,08/02/2025,4,5600,6800,1200,Karachi - Clifton,CUST-2836
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,08/02/2025,2,560,760,200,Rawalpindi - Saddar,CUST-7385
PRD-008,Red Bull Energy Drink,Beverages,08/02/2025,4,1200,1600,400,Rawalpindi - Saddar,CUST-4927
PRD-008,Red Bull Energy Drink,Beverages,08/02/2025,4,1200,1600,400,Islamabad - Centaurus,CUST-5628
PRD-023,Vim Dishwash Liquid 500ml,Household,08/02/2025,1,200,280,80,Islamabad - F7,CUST-2493
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,08/02/2025,6,4200,5400,1200,Faisalabad - Kohinoor,CUST-6839
PRD-004,National Tomato Ketchup 800g,Groceries,08/02/2025,1,350,450,100,Lahore - DHA,CUST-3138
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,08/02/2025,3,2100,2850,750,Islamabad - F7,CUST-6012
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,08/02/2025,4,4800,6200,1400,Islamabad - F7,CUST-9854
PRD-023,Vim Dishwash Liquid 500ml,Household,08/02/2025,3,600,840,240,Rawalpindi - Saddar,CUST-7872
PRD-013,Mitchell's Apple Jam 450g,Groceries,08/02/2025,4,1000,1400,400,Karachi - Clifton,CUST-6104
PRD-024,Rose Petal Tissues,Household,09/02/2025,6,780,1080,300,Lahore - DHA,CUST-5236
PRD-011,Dettol Original Soap 115g,Personal Care,09/02/2025,5,500,700,200,Lahore - Gulberg,CUST-7904
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,09/02/2025,1,1200,1550,350,Lahore - DHA,CUST-7965
PRD-013,Mitchell's Apple Jam 450g,Groceries,09/02/2025,1,250,350,100,Islamabad - F7,CUST-4346
PRD-024,Rose Petal Tissues,Household,09/02/2025,6,780,1080,300,Rawalpindi - Saddar,CUST-7230
PRD-013,Mitchell's Apple Jam 450g,Groceries,09/02/2025,5,1250,1750,500,Rawalpindi - Saddar,CUST-5528
PRD-015,Dawn Bread Large,Bakery,09/02/2025,6,720,900,180,Lahore - Gulberg,CUST-3890
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,09/02/2025,6,7200,9300,2100,Karachi - Clifton,CUST-8384
PRD-014,Young's French Mayonnaise 500ml,Groceries,09/02/2025,4,1520,1920,400,Islamabad - Centaurus,CUST-1410
PRD-009,Lipton Yellow Label Tea 900g,Groceries,09/02/2025,1,1400,1700,300,Islamabad - F7,CUST-8661
PRD-024,Rose Petal Tissues,Household,09/02/2025,1,130,180,50,Islamabad - Centaurus,CUST-9520
PRD-003,MilkPak Tetra Pack 1L,Dairy,09/02/2025,4,960,1120,160,Lahore - DHA,CUST-9804
PRD-007,Olio Carli Olive Oil 1L,Groceries,09/02/2025,3,9600,12300,2700,Lahore - Gulberg,CUST-4495
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,09/02/2025,2,500,600,100,Islamabad - F7,CUST-4945
PRD-024,Rose Petal Tissues,Household,10/02/2025,6,780,1080,300,Faisalabad - Kohinoor,CUST-8804
PRD-021,Pampers Baby Dry Size 4,Baby Care,10/02/2025,1,2200,2800,600,Lahore - Gulberg,CUST-6838
PRD-008,Red Bull Energy Drink,Beverages,10/02/2025,2,600,800,200,Karachi - Clifton,CUST-5881
PRD-019,Tapal Danedar Tea 450g,Groceries,10/02/2025,3,2250,2700,450,Rawalpindi - Saddar,CUST-6401
PRD-012,Colgate Maximum Cavity 120g,Personal Care,10/02/2025,3,450,600,150,Faisalabad - Kohinoor,CUST-5405
PRD-019,Tapal Danedar Tea 450g,Groceries,10/02/2025,2,1500,1800,300,Islamabad - F7,CUST-5920
PRD-005,Coca Cola 1.5L,Beverages,10/02/2025,2,360,440,80,Karachi - Clifton,CUST-7494
PRD-012,Colgate Maximum Cavity 120g,Personal Care,10/02/2025,3,450,600,150,Islamabad - F7,CUST-7647
PRD-004,National Tomato Ketchup 800g,Groceries,10/02/2025,4,1400,1800,400,Faisalabad - Kohinoor,CUST-5222
PRD-005,Coca Cola 1.5L,Beverages,10/02/2025,3,540,660,120,Islamabad - F7,CUST-9564
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,10/02/2025,4,1800,2200,400,Karachi - Clifton,CUST-1572
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,10/02/2025,1,700,900,200,Lahore - DHA,CUST-9156
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,10/02/2025,6,3900,5100,1200,Lahore - Gulberg,CUST-8239
PRD-023,Vim Dishwash Liquid 500ml,Household,10/02/2025,6,1200,1680,480,Faisalabad - Kohinoor,CUST-9607
PRD-007,Olio Carli Olive Oil 1L,Groceries,11/02/2025,5,16000,20500,4500,Faisalabad - Kohinoor,CUST-9017
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,11/02/2025,6,1680,2280,600,Karachi - Clifton,CUST-5990
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,11/02/2025,5,6000,7750,1750,Lahore - Gulberg,CUST-6524
PRD-015,Dawn Bread Large,Bakery,11/02/2025,6,720,900,180,Faisalabad - Kohinoor,CUST-9238
PRD-012,Colgate Maximum Cavity 120g,Personal Care,11/02/2025,2,300,400,100,Karachi - Clifton,CUST-4849
PRD-005,Coca Cola 1.5L,Beverages,11/02/2025,4,720,880,160,Faisalabad - Kohinoor,CUST-8810
PRD-003,MilkPak Tetra Pack 1L,Dairy,11/02/2025,2,480,560,80,Islamabad - F7,CUST-1573
PRD-007,Olio Carli Olive Oil 1L,Groceries,11/02/2025,5,16000,20500,4500,Faisalabad - Kohinoor,CUST-8814
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,11/02/2025,2,1400,1800,400,Islamabad - Centaurus,CUST-8524
PRD-003,MilkPak Tetra Pack 1L,Dairy,11/02/2025,4,960,1120,160,Lahore - Gulberg,CUST-7508
PRD-024,Rose Petal Tissues,Household,11/02/2025,5,650,900,250,Karachi - Clifton,CUST-3597
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,11/02/2025,1,650,850,200,Islamabad - Centaurus,CUST-6796
PRD-007,Olio Carli Olive Oil 1L,Groceries,11/02/2025,2,6400,8200,1800,Lahore - DHA,CUST-7756
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,12/02/2025,6,2700,3300,600,Lahore - Gulberg,CUST-3900
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,12/02/2025,4,2800,3600,800,Karachi - Clifton,CUST-4665
PRD-019,Tapal Danedar Tea 450g,Groceries,12/02/2025,1,750,900,150,Faisalabad - Kohinoor,CUST-3131
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,12/02/2025,2,900,1100,200,Lahore - Gulberg,CUST-8941
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,12/02/2025,1,250,300,50,Lahore - Gulberg,CUST-4734
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,12/02/2025,2,1400,1800,400,Karachi - Clifton,CUST-5505
PRD-003,MilkPak Tetra Pack 1L,Dairy,12/02/2025,5,1200,1400,200,Islamabad - Centaurus,CUST-7348
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,12/02/2025,6,4200,5700,1500,Faisalabad - Kohinoor,CUST-6745
PRD-014,Young's French Mayonnaise 500ml,Groceries,12/02/2025,4,1520,1920,400,Islamabad - F7,CUST-2322
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,12/02/2025,2,1400,1900,500,Rawalpindi - Saddar,CUST-6534
PRD-012,Colgate Maximum Cavity 120g,Personal Care,13/02/2025,6,900,1200,300,Faisalabad - Kohinoor,CUST-8813
PRD-011,Dettol Original Soap 115g,Personal Care,13/02/2025,4,400,560,160,Lahore - Gulberg,CUST-2556
PRD-005,Coca Cola 1.5L,Beverages,13/02/2025,4,720,880,160,Faisalabad - Kohinoor,CUST-9968
PRD-012,Colgate Maximum Cavity 120g,Personal Care,13/02/2025,1,150,200,50,Faisalabad - Kohinoor,CUST-9186
PRD-015,Dawn Bread Large,Bakery,13/02/2025,5,600,750,150,Karachi - Clifton,CUST-4595
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,13/02/2025,6,1680,2280,600,Lahore - DHA,CUST-3000
PRD-001,Shan Bombay Biryani Masala,Groceries,13/02/2025,6,540,780,240,Lahore - Gulberg,CUST-7760
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,13/02/2025,4,2800,3800,1000,Faisalabad - Kohinoor,CUST-7941
PRD-009,Lipton Yellow Label Tea 900g,Groceries,13/02/2025,3,4200,5100,900,Lahore - Gulberg,CUST-1685
PRD-014,Young's French Mayonnaise 500ml,Groceries,13/02/2025,2,760,960,200,Lahore - Gulberg,CUST-8565
PRD-023,Vim Dishwash Liquid 500ml,Household,13/02/2025,4,800,1120,320,Lahore - DHA,CUST-1553
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,14/02/2025,3,3600,4650,1050,Islamabad - Centaurus,CUST-5285
PRD-011,Dettol Original Soap 115g,Personal Care,14/02/2025,2,200,280,80,Faisalabad - Kohinoor,CUST-6577
PRD-014,Young's French Mayonnaise 500ml,Groceries,14/02/2025,1,380,480,100,Lahore - Gulberg,CUST-3583
PRD-008,Red Bull Energy Drink,Beverages,14/02/2025,2,600,800,200,Lahore - DHA,CUST-1288
PRD-014,Young's French Mayonnaise 500ml,Groceries,14/02/2025,4,1520,1920,400,Faisalabad - Kohinoor,CUST-7432
PRD-022,Surf Excel Washing Powder 1kg,Household,14/02/2025,3,1800,2250,450,Faisalabad - Kohinoor,CUST-2982
PRD-001,Shan Bombay Biryani Masala,Groceries,14/02/2025,2,180,260,80,Islamabad - Centaurus,CUST-4363
PRD-015,Dawn Bread Large,Bakery,14/02/2025,5,600,750,150,Karachi - Clifton,CUST-7968
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,14/02/2025,2,2400,3100,700,Rawalpindi - Saddar,CUST-7550
PRD-021,Pampers Baby Dry Size 4,Baby Care,14/02/2025,4,8800,11200,2400,Karachi - Clifton,CUST-2400
PRD-021,Pampers Baby Dry Size 4,Baby Care,14/02/2025,6,13200,16800,3600,Karachi - Clifton,CUST-5154
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,14/02/2025,4,1000,1200,200,Lahore - Gulberg,CUST-5590
PRD-022,Surf Excel Washing Powder 1kg,Household,14/02/2025,5,3000,3750,750,Lahore - DHA,CUST-6223
PRD-012,Colgate Maximum Cavity 120g,Personal Care,14/02/2025,4,600,800,200,Faisalabad - Kohinoor,CUST-2736
PRD-022,Surf Excel Washing Powder 1kg,Household,14/02/2025,1,600,750,150,Lahore - Gulberg,CUST-6703
PRD-005,Coca Cola 1.5L,Beverages,14/02/2025,3,540,660,120,Rawalpindi - Saddar,CUST-2413
PRD-024,Rose Petal Tissues,Household,14/02/2025,6,780,1080,300,Lahore - DHA,CUST-4759
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,14/02/2025,5,6000,7750,1750,Faisalabad - Kohinoor,CUST-4289
PRD-007,Olio Carli Olive Oil 1L,Groceries,14/02/2025,3,9600,12300,2700,Faisalabad - Kohinoor,CUST-8175
PRD-011,Dettol Original Soap 115g,Personal Care,14/02/2025,4,400,560,160,Karachi - Clifton,CUST-3420
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,15/02/2025,1,450,550,100,Islamabad - Centaurus,CUST-5284
PRD-024,Rose Petal Tissues,Household,15/02/2025,5,650,900,250,Rawalpindi - Saddar,CUST-1081
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,15/02/2025,3,3600,4650,1050,Islamabad - F7,CUST-5203
PRD-021,Pampers Baby Dry Size 4,Baby Care,15/02/2025,2,4400,5600,1200,Rawalpindi - Saddar,CUST-1413
PRD-005,Coca Cola 1.5L,Beverages,15/02/2025,2,360,440,80,Karachi - Clifton,CUST-8596
PRD-012,Colgate Maximum Cavity 120g,Personal Care,15/02/2025,6,900,1200,300,Rawalpindi - Saddar,CUST-1224
PRD-023,Vim Dishwash Liquid 500ml,Household,15/02/2025,3,600,840,240,Lahore - DHA,CUST-2901
PRD-019,Tapal Danedar Tea 450g,Groceries,15/02/2025,5,3750,4500,750,Islamabad - F7,CUST-8246
PRD-009,Lipton Yellow Label Tea 900g,Groceries,15/02/2025,2,2800,3400,600,Rawalpindi - Saddar,CUST-7556
PRD-013,Mitchell's Apple Jam 450g,Groceries,15/02/2025,4,1000,1400,400,Islamabad - F7,CUST-5869
PRD-015,Dawn Bread Large,Bakery,15/02/2025,5,600,750,150,Islamabad - Centaurus,CUST-5899
PRD-023,Vim Dishwash Liquid 500ml,Household,15/02/2025,6,1200,1680,480,Faisalabad - Kohinoor,CUST-9662
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,15/02/2025,6,4200,5400,1200,Rawalpindi - Saddar,CUST-8765
PRD-004,National Tomato Ketchup 800g,Groceries,16/02/2025,4,1400,1800,400,Rawalpindi - Saddar,CUST-8597
PRD-011,Dettol Original Soap 115g,Personal Care,16/02/2025,5,500,700,200,Islamabad - F7,CUST-8768
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,16/02/2025,2,1400,1800,400,Faisalabad - Kohinoor,CUST-7829
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,16/02/2025,6,1680,2280,600,Karachi - Clifton,CUST-5259
PRD-022,Surf Excel Washing Powder 1kg,Household,16/02/2025,4,2400,3000,600,Rawalpindi - Saddar,CUST-4454
PRD-009,Lipton Yellow Label Tea 900g,Groceries,16/02/2025,3,4200,5100,900,Lahore - DHA,CUST-1483
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,16/02/2025,6,3900,5100,1200,Islamabad - Centaurus,CUST-8927
PRD-009,Lipton Yellow Label Tea 900g,Groceries,16/02/2025,1,1400,1700,300,Islamabad - F7,CUST-9812
PRD-013,Mitchell's Apple Jam 450g,Groceries,16/02/2025,1,250,350,100,Rawalpindi - Saddar,CUST-1670
PRD-023,Vim Dishwash Liquid 500ml,Household,16/02/2025,2,400,560,160,Islamabad - F7,CUST-7331
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,16/02/2025,1,1200,1550,350,Rawalpindi - Saddar,CUST-7040
PRD-013,Mitchell's Apple Jam 450g,Groceries,16/02/2025,2,500,700,200,Islamabad - F7,CUST-3639
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,17/02/2025,6,4200,5400,1200,Rawalpindi - Saddar,CUST-9092
PRD-013,Mitchell's Apple Jam 450g,Groceries,17/02/2025,4,1000,1400,400,Islamabad - F7,CUST-5430
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,17/02/2025,3,3600,4650,1050,Faisalabad - Kohinoor,CUST-6652
PRD-007,Olio Carli Olive Oil 1L,Groceries,17/02/2025,1,3200,4100,900,Lahore - Gulberg,CUST-1117
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,17/02/2025,6,1500,1800,300,Rawalpindi - Saddar,CUST-1237
PRD-014,Young's French Mayonnaise 500ml,Groceries,17/02/2025,5,1900,2400,500,Karachi - Clifton,CUST-7041
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,17/02/2025,2,2400,3100,700,Karachi - Clifton,CUST-8737
PRD-002,Nutella Hazelnut Spread 750g,Groceries,17/02/2025,1,1800,2400,600,Islamabad - Centaurus,CUST-5160
PRD-022,Surf Excel Washing Powder 1kg,Household,17/02/2025,4,2400,3000,600,Islamabad - F7,CUST-5150
PRD-014,Young's French Mayonnaise 500ml,Groceries,17/02/2025,5,1900,2400,500,Lahore - DHA,CUST-5993
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,17/02/2025,4,1800,2200,400,Rawalpindi - Saddar,CUST-3655
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,18/02/2025,6,3900,5100,1200,Islamabad - F7,CUST-6872
PRD-023,Vim Dishwash Liquid 500ml,Household,18/02/2025,1,200,280,80,Rawalpindi - Saddar,CUST-1661
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,18/02/2025,6,1680,2280,600,Islamabad - Centaurus,CUST-3792
PRD-007,Olio Carli Olive Oil 1L,Groceries,18/02/2025,3,9600,12300,2700,Lahore - DHA,CUST-4662
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,18/02/2025,2,2400,3100,700,Lahore - DHA,CUST-5986
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,18/02/2025,4,2600,3400,800,Lahore - DHA,CUST-5422
PRD-003,MilkPak Tetra Pack 1L,Dairy,18/02/2025,6,1440,1680,240,Islamabad - Centaurus,CUST-9937
PRD-022,Surf Excel Washing Powder 1kg,Household,18/02/2025,2,1200,1500,300,Faisalabad - Kohinoor,CUST-8610
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,18/02/2025,5,3250,4250,1000,Faisalabad - Kohinoor,CUST-9619
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,18/02/2025,4,1800,2200,400,Lahore - DHA,CUST-4794
PRD-002,Nutella Hazelnut Spread 750g,Groceries,18/02/2025,3,5400,7200,1800,Islamabad - Centaurus,CUST-6512
PRD-008,Red Bull Energy Drink,Beverages,18/02/2025,5,1500,2000,500,Islamabad - F7,CUST-5448
PRD-002,Nutella Hazelnut Spread 750g,Groceries,18/02/2025,4,7200,9600,2400,Lahore - Gulberg,CUST-8455
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,18/02/2025,1,700,950,250,Islamabad - Centaurus,CUST-8530
PRD-007,Olio Carli Olive Oil 1L,Groceries,18/02/2025,2,6400,8200,1800,Karachi - Clifton,CUST-6128
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,18/02/2025,4,4800,6200,1400,Faisalabad - Kohinoor,CUST-4177
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,18/02/2025,4,2800,3600,800,Faisalabad - Kohinoor,CUST-3708
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,18/02/2025,2,1300,1700,400,Islamabad - Centaurus,CUST-6733
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,18/02/2025,4,2800,3600,800,Faisalabad - Kohinoor,CUST-3114
PRD-013,Mitchell's Apple Jam 450g,Groceries,18/02/2025,1,250,350,100,Lahore - Gulberg,CUST-7016
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,19/02/2025,2,1400,1900,500,Lahore - DHA,CUST-9612
PRD-019,Tapal Danedar Tea 450g,Groceries,19/02/2025,5,3750,4500,750,Rawalpindi - Saddar,CUST-3524
PRD-015,Dawn Bread Large,Bakery,19/02/2025,1,120,150,30,Rawalpindi - Saddar,CUST-9484
PRD-023,Vim Dishwash Liquid 500ml,Household,19/02/2025,6,1200,1680,480,Islamabad - Centaurus,CUST-5818
PRD-019,Tapal Danedar Tea 450g,Groceries,19/02/2025,6,4500,5400,900,Karachi - Clifton,CUST-2457
PRD-022,Surf Excel Washing Powder 1kg,Household,19/02/2025,1,600,750,150,Karachi - Clifton,CUST-9117
PRD-014,Young's French Mayonnaise 500ml,Groceries,19/02/2025,5,1900,2400,500,Lahore - Gulberg,CUST-6113
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,19/02/2025,6,2700,3300,600,Lahore - DHA,CUST-4164
PRD-015,Dawn Bread Large,Bakery,20/02/2025,6,720,900,180,Lahore - Gulberg,CUST-5884
PRD-014,Young's French Mayonnaise 500ml,Groceries,20/02/2025,1,380,480,100,Rawalpindi - Saddar,CUST-1580
PRD-002,Nutella Hazelnut Spread 750g,Groceries,20/02/2025,3,5400,7200,1800,Rawalpindi - Saddar,CUST-1924
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,20/02/2025,2,560,760,200,Islamabad - Centaurus,CUST-9887
PRD-005,Coca Cola 1.5L,Beverages,20/02/2025,2,360,440,80,Lahore - DHA,CUST-6146
PRD-008,Red Bull Energy Drink,Beverages,20/02/2025,2,600,800,200,Lahore - DHA,CUST-5001
PRD-012,Colgate Maximum Cavity 120g,Personal Care,20/02/2025,1,150,200,50,Faisalabad - Kohinoor,CUST-9287
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,20/02/2025,4,2800,3600,800,Lahore - Gulberg,CUST-8384
PRD-012,Colgate Maximum Cavity 120g,Personal Care,20/02/2025,1,150,200,50,Karachi - Clifton,CUST-7626
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,20/02/2025,2,1400,1800,400,Lahore - Gulberg,CUST-5661
PRD-003,MilkPak Tetra Pack 1L,Dairy,20/02/2025,2,480,560,80,Islamabad - Centaurus,CUST-8845
PRD-005,Coca Cola 1.5L,Beverages,20/02/2025,2,360,440,80,Rawalpindi - Saddar,CUST-1868
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,21/02/2025,4,1120,1520,400,Islamabad - F7,CUST-8628
PRD-019,Tapal Danedar Tea 450g,Groceries,21/02/2025,6,4500,5400,900,Lahore - Gulberg,CUST-6206
PRD-008,Red Bull Energy Drink,Beverages,21/02/2025,5,1500,2000,500,Lahore - Gulberg,CUST-5220
PRD-013,Mitchell's Apple Jam 450g,Groceries,21/02/2025,2,500,700,200,Lahore - Gulberg,CUST-1085
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,21/02/2025,2,500,600,100,Islamabad - Centaurus,CUST-5466
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,21/02/2025,1,450,550,100,Karachi - Clifton,CUST-3180
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,21/02/2025,2,1400,1800,400,Islamabad - F7,CUST-3283
PRD-001,Shan Bombay Biryani Masala,Groceries,21/02/2025,3,270,390,120,Islamabad - F7,CUST-6693
PRD-001,Shan Bombay Biryani Masala,Groceries,21/02/2025,1,90,130,40,Islamabad - F7,CUST-7380
PRD-012,Colgate Maximum Cavity 120g,Personal Care,21/02/2025,1,150,200,50,Karachi - Clifton,CUST-5543
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,21/02/2025,4,1120,1520,400,Islamabad - Centaurus,CUST-5264
PRD-005,Coca Cola 1.5L,Beverages,21/02/2025,6,1080,1320,240,Lahore - DHA,CUST-6650
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,21/02/2025,2,2400,3100,700,Islamabad - Centaurus,CUST-2070
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,21/02/2025,1,700,900,200,Islamabad - F7,CUST-2254
PRD-007,Olio Carli Olive Oil 1L,Groceries,22/02/2025,4,12800,16400,3600,Lahore - DHA,CUST-2984
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,22/02/2025,4,1800,2200,400,Lahore - DHA,CUST-7764
PRD-022,Surf Excel Washing Powder 1kg,Household,22/02/2025,2,1200,1500,300,Islamabad - Centaurus,CUST-7402
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,22/02/2025,6,1500,1800,300,Islamabad - Centaurus,CUST-5634
